ID,NAME,cns e14,ovary adult,limb e14.5,whole brain e14.5,cns e11.5,cns e18,adrenal adult,thymus adult,bladder adult,lung adult,mammary gland adult,colon adult,frontal lobe adult,cerebellum adult,testis adult,spleen adult,cortex adult,subcutaneous fat pad adult,duodenum adult,genital fat pad adult,placenta adult,stomach adult,small intestine adult,kidney adult,large intestine adult,liver e14,liver e14.5,heart adult,liver e18,liver adult
73430,Zfp974,1.2585,0.0838789,0.853084,1.2861,1.25235,1.5965,0.0389745,0.125645,1.94259,0.226546,0.234365,0.0723275,1.01929,0.840458,0.899095,0.0820374,0.800747,0.366849,0.0230848,0.407227,0.430899,0.0196568,0.0196801,0.26266,0.208453,0.264965,0.213784,0.225931,0.288534,0.0737986
434179,Zfp975,1.16984,0.187514,1.35474,1.00466,1.42355,1.38258,0.0282886,0.0867981,1.95518,0.212609,0.192304,0.129086,1.22735,0.977521,0.342569,0.0507432,0.931085,0.35594,0.0405659,0.307148,1.73276,0.0379778,0.0225422,0.211889,0.184791,0.676111,0.53005,0.304981,0.591293,0.139896
112422,Zfp979,0.32714,0.0199671,0.41379,0.278455,0.598801,0.408103,0.00130783,0.00893523,0.890872,0.0567262,0.0948561,0,0.248463,0.494177,0.403193,0.0082904,0.0840676,0.26917,0,0.124898,0.463144,0.00568027,0,0.0504951,0.0104618,1.11083,0.768453,0.32923,0.314609,0.00097059
195531,Zfp982,0.567772,0.0192991,0.884392,0.346969,1.29852,0.684524,0,0,1.65653,0.0833292,0.121692,0.00800742,0.9601,0.717951,0.636476,0.00777623,0.403589,0.356334,0.00152506,0.246286,0.686363,0,0,0.0459877,0.0254657,0.999544,0.726267,0.514704,0.484178,0.0406308
73229,Zfp983,3.15396,0.473867,1.79658,3.4452,1.80444,3.43962,0.304633,0.78305,1.50847,0.400122,0.514162,0.267024,1.83229,1.8418,0.141825,0.347161,1.62468,0.622092,0.092465,0.5631,0.545221,0.0614571,0.132412,0.267983,0.354543,0.634088,0.634004,0.337849,0.591875,0.384422
100041677,Zfp984,0.76777,0.0841646,1.08662,0.635655,1.4092,1.00217,0.0155288,0.442658,2.54554,0.356163,0.262522,0.0569412,0.644065,0.557135,0.256841,0.240123,0.693088,0.364031,0.0147888,0.303741,1.99998,0.0061499,0.0423572,0.191382,0.326488,2.26373,1.57101,0.244898,1.02228,0.0519709
666532,Zfp991,1.67505,0.152518,2.21634,1.05225,3.2431,1.52509,0.0702379,0.335103,5.16619,0.278694,0.26614,0.104964,0.806479,0.832157,4.79376,0.204577,0.64578,0.551981,0.0131797,0.624046,3.4507,0.0251486,0.0217884,0.270535,0.247747,3.99701,2.63171,0.517669,1.60057,0.100229
433791,Zfp992,1.11212,0.114446,1.5862,0.742721,2.15958,0.968897,0.0719875,0.230168,3.60613,0.198504,0.27974,0.0596774,0.470148,0.491746,5.1398,0.156775,0.39674,0.502471,0.00642061,0.569823,2.44396,0.0208206,0.0274309,0.225801,0.262742,3.1155,2.32703,0.451224,1.23036,0.0900648
100503000,Zfp993,1.59625,0.47539,2.14667,0.988668,3.16778,1.38989,0.143336,1.01791,4.47088,0.60244,0.594402,0.305015,0.727556,0.766761,5.95305,0.725088,0.604973,0.976078,0.047283,1.00426,3.56819,0.0946463,0.0762067,0.565235,0.386002,3.90446,2.60101,0.857469,1.52241,0.227649
70081,Zfp995,1.20185,0.0384114,0.732481,1.13046,1.09902,1.42961,0,0.250961,1.30882,0.205102,0.113315,0.120797,0.957929,0.548205,0.11079,0.0563312,0.832056,0.21143,0.0486375,0.18319,0.824268,0.026543,0.0565942,0.0652151,0.237184,0.240073,0.226009,0.0466629,0.303527,0.0579981
105245383,Zfp996,0.842933,0.0317857,0.858002,0.650717,1.15704,0.937398,0.0162417,0.068534,0.486678,0.0297948,0.061068,0.041389,0.0592012,0.106662,0.097718,0.0158751,0.071725,0.0566367,0.00281293,0.0699045,1.01983,0.0018908,0.00819162,0.0156315,0.0547554,0.221802,0.167936,0.0211767,0.106772,0.000928644
81909,Zfpl1,20.516,35.4971,31.0403,21.2299,12.9848,17.8025,37.6474,28.2803,17.8378,25.6325,25.5608,32.2631,12.9851,12.66,18.3978,22.03,11.8938,22.4331,42.4964,25.2884,13.1194,32.966,25.678,18.0871,25.4987,8.17768,10.1478,10.1582,7.31955,12.6007
22761,Zfpm1,2.37708,20.7091,3.05255,2.8401,4.98388,1.5113,18.1955,27.5464,3.92582,10.6515,11.3209,4.99701,4.78059,3.61642,9.03395,36.7818,5.66288,6.19406,90.0391,5.7432,3.80131,62.4034,68.4244,3.0831,8.806,29.3013,39.3904,5.00499,13.5701,18.8455
22762,Zfpm2,3.93105,2.855,1.11063,3.74855,1.59007,3.10501,0.715365,0.229581,1.65174,0.651181,0.40506,0.320263,0.962511,5.98979,1.20332,0.150356,1.74788,1.23319,0.0924424,0.715213,0.36187,0.229675,0.111137,0.220359,0.102914,0.249572,0.219529,2.00564,0.230024,0.060638
